id,category,description,size,price
35777,VODKA,Gilbey's Vodka,375ML,4.19
166387,AMERICAN TABLE,Daily's Margarita Frozen Cocktail Pouch,10OZ,1.99
349242,AMERICAN RED,Beringer Bros. Bourbon Barrel Aged Cabernet Sauvignon,750ML,16.99
42914,OTHER WINE,Chiyomusubi Ryo Junmai Ginjo Sake,180ML,11.99
21326,AUSTRALIA,Fisheye Chardonnay,750ML,5.99
346938,BOURBON/RYE,Koval Single Barrel Bourbon Whiskey,750ML,50.99
80471,AUSTRALIA,Jip Jip Rocks Shiraz,750ML,14.99
195103,SPAIN/PORTUGAL,Dominio de Eguren Protocolo Tempranillo,750ML,9.99
238062,AMERICAN WHITE,Flat Top Hills Cellars Sauvignon Blanc,750ML,14.99
10444,IRISH WHISKEY,Jameson Caskmates Stout Edition Irish Whiskey,750ML,27.99
241472,SPECIALTY,99 Watermelons Liqueur 50ML,50ML,0.99
341033,SPAIN/PORTUGAL,DFJ Vinhos Consensus Pinot Noir,750ML,13.99
13188,AUSTRALIA,"Yellow Tail Shiraz, Cabernet Sauvignon",750ML,6.99
63628,BOURBON/RYE,Mt. Defiance Old Volstead's Single Barrel Straight Bourbon Whiskey,750ML,28.99
23397,DOMESTIC BOTTLE,SAM ADAMS SWTER WEATHER 12PK NR - 12 Pack,12.0Z,19.99
156426,FRANCE,Jean Reverdy et Fils La Reine Blanche Sancerre Sauvignon Blanc,750ML,20.99
414050,ITALY,Bove Feudi d'albe Montepulciano d'Abruzzo,750ML,6.99
69920,DOMESTIC CAN,HYSTERIA OCCUPATIONAL HAZARD PAY 6/4 16OZ CANS - 4 Pack,16.0Z,17.99
337009,FRANCE,The Abarbanel Batch 22 Unfiltered Les Dolmens Rouges Cabernet Sauvignon,750ML,12.99
127469,NEW ZEALAND,Villa Maria Cellar Selection Sauvignon Blanc,750ML,21.99
71354,SCOTCH,Loch Lomond 18 Year Old Single Malt Scotch Whisky,750ML,65.99
435538,SPAIN/PORTUGAL,Lusco Licia Albarino,750ML,21.99
334045,SOUTH AFRICA,Boschendal The Rose Garden Rare Rose Blend,750ML,13.49
331126,SPAIN/PORTUGAL,Vina Galana Tempranillo,750ML,12.49
19623,SCOTCH,Cardhu 12 Year Old Speyside Single Malt Scotch Whisky,750ML,58.99
327117,OTHER WINE,Alianta Vin Blue Moscato Strawberry Muscat,750ML,12.99
47781,VODKA,Smooth Ambler White Water Vodka,750ML,31.99
79401,CANADIAN/BLENDED WHISKEY,Bird Dog Blackberry Flavored Whiskey,750ML,16.99
68946,DOMESTIC BOTTLE,Bell's Bright White Ale - 6 Pack,12.0Z,11.99
42691,FRANCE,Mas de Guiot Grenache,750ML,9.79
24911,IMPORTED BOTTLE,Crabbie's Original Alcoholic Ginger Beer - 4 Pack,11.2Z,9.99
42815,ALSACE,Willm Reserve Pinot Gris,750ML,18.99
89473,CHAMPAGNE/SPARKLING,Moet & Chandon Brut Imperial Rose Champagne,187ML,20.99
311544,,Ariel Premium Dealcoholized Wine Cabernet Sauvignon,750ML,8.19
43535,AMERICAN RED,Crane Lake Merlot,750ML,5.99
46318,VODKA,Pinnacle Grape Vodka,750ML,11.99
344309,RUM,J. Wray Gold Rum,1.75L,27.99
314111,AMERICAN WHITE,Proud Pour The Oyster Sauvignon Blanc,750ML,18.99
72026,MIXERS,Bacardi Classic Cocktails Rum Punch,1.75L,24.99
77501,TEQUILA,Asombroso Silver Tequila,750ML,61.99
38768,RUM,Ronrico Gold Label Caribbean Rum,1.75L,14.49
53198,AMERICAN RED,Stimson Estate Cellars (Chateau Ste. Michelle) Merlot,1.5L,14.49
76337,BOURBON/RYE,Old Forester 1910 Old Fine Kentucky Straight Bourbon Whisky,750ML,54.99
38105,RUM,Bacardi Superior White Rum,200ML,4.99
20003,IMPORTED BOTTLE,BOON OUDE GEUZE 750ML,750ML,10.99
80670,CHILE,Root:1 [The Original Ungrafted] Sauvignon Blanc,750ML,11.99
11746,BOURBON/RYE,Maker's Mark Kentucky Straight Bourbon Whisky,750ML,24.99
94560,DOMESTIC BOTTLE,Dogfish Head Romantic Chemistry - 6 Pack,12.0Z,12.99
385441,ARGENTINA,Michel Torino / Bodega El Esteco Cuma Organic Estate Cabernet Sauvignon,750ML,13.99
43299,AMERICAN WHITE,Montevina Glass Falls Pinot Grigio,750ML,10.99
44465,AMERICAN WHITE,Snoqualmie Vineyards Naked Organic Chardonnay,750ML,13.49
75560,BOURBON/RYE,WHISTLEPIG SELECT BARRELL 85227,750ML,84.99
90360,DOMESTIC BOTTLE,North Coast Old No. 38 Stout - 6 Pack,12.0Z,13.99
83092,AMERICAN WHITE,St. Michaels Winery Gollywobbler White Niagara,750ML,12.99
80157,AMERICAN WHITE,FETZER MOSCATO,1.5L,16.99
43336,SPAIN/PORTUGAL,Palacio de Bornos Verdejo,750ML,10.99
115096,SPAIN/PORTUGAL,Caves Sao Joao Porta dos Cavaleiros Portuguese Red Blend,750ML,10.49
234970,SPAIN/PORTUGAL,Herdade de Sao Miguel Sao Miguel do Sul Portuguese Red Blend,750ML,9.99
76623,VODKA,UV Blue Raspberry Vodka,750ML,10.49
119539,GREECE,Katogi & Strofilia S. A. Katogi Averoff Red Rare Red Blend,750ML,17.99
238202,BOURBON/RYE,Uncle Nearest 1884 Small Batch Whiskey,750ML,39.99
40793,VODKA,44� North Mountain Huckleberry Vodka,750ML,31.99
238058,AMERICAN RED,Flat Top Hills Cellars Cabernet Sauvignon,750ML,16.99
75927,BOURBON/RYE,Old Forester Signature Kentucky Straight Bourbon Whisky 100 Proof,1.75L,42.99
323186,AMERICAN WHITE,Waterbrook Reserve Riesling,750ML,14.49
347604,SPAIN/PORTUGAL,Volvoreta Tempranillo,750ML,36.99
80793,ARGENTINA,Maipe Malbec,750ML,9.99
329129,KOSHER,Domaine du Castel Rose du Castel Merlot,750ML,33.99
98752,IMPORTED BOTTLE,Warsteiner Premium Dunkel - 6 Pack,12.0Z,9.99
65706,SOUTH AFRICA,ZONNEBLOEM SHZ,750ML,12.69
42753,KOSHER,Barkan Altitude Series +624 Cabernet Sauvignon,750ML,40.99
83386,ARGENTINA,Colores Del Sol Torrontes,750ML,10.39
318580,TEQUILA,123 Organic Uno Blanco Tequila,750ML,53.99
311837,AMERICAN WHITE,Charles Smith VINO Pinot Grigio,750ML,14.99
98124,IMPORTED BOTTLE,Kirin Light Beer - 6 Pack,12.0Z,9.99
76295,AMERICAN WHITE,Barefoot Cellars Chardonnay,1.5L,15.99
48743,RUM,Ron Virgin Premium Black Spiced Rum 94 Proof,750ML,12.49
363324,ASIA,Kook Soon Dang Makkoli Can,240ML,1.89
238792,OTHER WINE,GRAND MOSCATO RASPBERRY   750ML,750ML,10.69
11906,BOURBON/RYE,Wyoming Whiskey Outryder Straight American Whiskey,750ML,72.99
338183,SPAIN/PORTUGAL,Madai Origen Mencia,750ML,22.99
351772,ASIA,Hatsumago Kimoto Junmai Shu Sake,300ML,12.39
237726,ITALY,Donna Laura Ali Rosato Toscana IGT Sangiovese,750ML,12.99
323890,ITALY,Contri Spumanti S.p.A. Corte Viola Delle Venezie IGT Pinot Grigio,750ML,10.99
5096,DOMESTIC CAN,Budweiser Can - 30 Pack,12.0Z,28.99
51705,AMERICAN RED,Edna Valley Vineyard Merlot,750ML,13.69
380466,FRANCE,Jean Pierre Boisson Vieilles Vignes Cuvee Elisabeth Chambellan Chateauneuf du pape Red Southern Rhone Blend,750ML,35.99
311500,AMERICAN RED,Wild Hills Pinot Noir,750ML,16.99
77324,BOURBON/RYE,Four Roses Kentucky Straight Bourbon Whiskey,750ML,27.99
296882,CORDIALS,RumChata FrappaChata Original Iced Coffee,1.75L,22.99
439010,AMERICAN RED,Liberty Creek Sweet Red Winemaker's Selection Heritage Blend Red Blend,1.5L,9.99
70987,SCOTCH,Tullibardine 20 Year Old Highland Single Malt Scotch Whisky,750ML,231.99
76910,AUSTRALIA,Fisheye Chardonnay,1.5L,11.49
314646,FRANCE,ESTANDON ROSE,750ML,16.49
72354,AMERICAN RED,Cycles Gladiator Syrah,750ML,10.99
74918,CHILE,Cousino Macul Antiguas Reservas Chardonnay,750ML,19.99
182923,CHILE,Veramonte Pinot Noir,750ML,16.99
324713,GIN,Barr Hill Gin,750ML,40.99
383252,ARGENTINA,RIO SECO MAL,750ML,5.99
352014,FRANCE,Croix D'Or Rose Syrah,750ML,12.99
346638,MISCELLANEOUS IMPORTED,Chum Churum Apple Soju,375ML,6.39
45913,VODKA,Smirnoff Twist Of Cranberry Vodka,750ML,13.49
328345,SOUTH AFRICA,Stellar Organics Chardonnay,750ML,9.49
94463,IMPORTED CAN,Modelo Especial Can - 6 Pack,12.0Z,7.99
30627,GIN,Booths London Dry Gin,1.75L,21.99
25267,AMERICAN RED,Two Angels Petite Sirah,750ML,22.99
303562,FRANCE,Barons de Rothschild (Lafite) Val De L'Ours Cabernet Sauvignon,750ML,26.99
432482,FRANCE,Chateau Tour de Pressac Saint Emilion Grand Cru Bordeaux Blend,750ML,37.99
83712,AMERICAN RED,Chateau Ste. Michelle Cabernet Sauvignon,750ML,15.49
58068,PORT/SHERRY/DESSERT/VERMOUTH,Gonzalez Byass Tio Pepe Fino Muy Seco Palomino,750ML,22.99
75997,TEQUILA,Vida Blanco Tequila,750ML,44.99
378380,FRANCE,Mas de Gourgonnier Rose Les Baux de Provence Red Southern Rhone Blend,750ML,25.99
344551,RUM,Dogfish Head Barrel Honey Rum,750ML,26.99
105031,KOSHER,CH DE LA GRAVE RED,750ML,15.99
26833,DOMESTIC BOTTLE,Pendulum Pilsner - 6 Pack,12.0Z,11.99
346967,BOURBON/RYE,Dad's Hat Pennsylvania Straight Rye Whiskey,750ML,65.99
333769,SPAIN/PORTUGAL,EPIFANIO ROBLE,750ML,15.49
21687,BRANDY/COGNAC/GRAPPA,Martell XO Cognac,750ML,185.99
42781,PORT/SHERRY/DESSERT/VERMOUTH,W & J Graham's Six Grapes Reserve Red Port,750ML,29.99
102083,FRANCE,Chateau de la Chesnaie Sur Lie Muscadet Sevre et maine Melon de Bourgogne,750ML,15.99
114936,CHAMPAGNE/SPARKLING,Villa Jolanda Prosecco Glera,750ML,13.99
64813,IMPORTED CAN,EINBECKER PILS 4/6 CANS - 6 Pack,12.0Z,15.99
334334,KOSHER,Joseph Zakon Semi Dry Petite Sirah,750ML,10.99
34010,AMERICAN RED,Red Diamond Merlot,750ML,10.49
312298,AMERICAN RED,Bota Box Nighthawk Black Rare Red Blend,3L,24.99
337099,OTHER WINE,Bulgariana Pinot Noir,750ML,14.69
26241,DOMESTIC CAN,Shock Top Belgian White Can - 4 Pack,16.0Z,7.99
68841,DOMESTIC BOTTLE,EPIC BBB HAZELNUT VANILLA LATTE 22OZ NR,22.0Z,20.99
40842,SCOTCH,Bunnahabhain 12 Year Old Islay Single Malt Scotch Whisky,750ML,86.99
82618,CHAMPAGNE/SPARKLING,Veuve Clicquot Ponsardin Clicquot Message Champagne Rose,750ML,75.99
30872,DOMESTIC BOTTLE,Elysian Space Dust IPA - 6 Pack,12.0Z,12.99
80829,AMERICAN RED,Domaine Carneros Estate Grown Pinot Noir,750ML,39.99
63782,MIXERS,1800 Ultimate Mango Margarita,1.75L,19.69
92886,DOMESTIC BOTTLE,Coors Light - 12 Pack,12.0Z,12.99
63154,DOMESTIC BOTTLE,Shipyard Nightwind - 6 Pack,12.0Z,13.99
313495,ITALY,Santero Moscato & Strawberry Muscat,750ML,13.49
429945,AMERICAN RED,Green & Red Vineyards Estate Chiles Mill Vineyard Zinfandel,750ML,34.99
429846,ITALY,Testa Montepulciano d'Abruzzo,750ML,8.99
325898,ITALY,Kellerei Kaltern Caldaro Alto Adige   Sudtirol Moscato Giallo,750ML,16.49
361950,AMERICAN WHITE,Sea Ridge Chardonnay,750ML,5.99
326597,VODKA,Three Olives Whipped Cream Vodka,750ML,16.69
40979,AMERICAN RED,Mark West Pinot Noir,1.5L,21.99
332220,SPAIN/PORTUGAL,VINA OTANO RES,750ML,17.99
346913,BOURBON/RYE,Dad's Hat Pennsylvania Rye Whiskey,750ML,40.99
304421,FRANCE,Chartogne Taillet Cuvee Sainte Anne Brut Champagne,750ML,57.99
75503,IRISH WHISKEY,Tullamore D.E.W. XO Caribbean Rum Cask Finish Irish Whiskey,750ML,27.99
27235,SCOTCH,Cutty Sark Original Blended Scotch Whisky,750ML,17.99
335162,ITALY,Tre Baci Rosato Veneto IGT Merlot,750ML,4.39
339698,SPAIN/PORTUGAL,Bodegas Riojanas Vina Albina Reserva Tempranillo,750ML,32.99
240996,CHAMPAGNE/SPARKLING,Korbel Prosecco Glera,750ML,16.99
15164,SCOTCH,Cragganmore 12 Year Old Speyside Single Malt Scotch Whisky,750ML,69.99
26181,DOMESTIC BOTTLE,Omission IPA - 6 Pack,12.0Z,9.99
68667,DOMESTIC BOTTLE,BELLS CHRISTMAS ALE 4/6 NR - 6 Pack,12.0Z,12.99
305125,FRANCE,Jean Beauquin Louis Laurent Rose d'Anjou Cabernet Franc,750ML,11.99
160318,SOUTH AFRICA,Ken Forrester Petit Pinotage,750ML,13.99
312993,AMERICAN WHITE,Luna Vineyards Lunatic White Pinot Blanc,750ML,15.49
20664,CANADIAN/BLENDED WHISKEY,Seagram's 7 Crown American Blended Whiskey,50ML,1.39
319618,ITALY,CANTINE BORGO CHARD,1.5L,14.99
300607,ITALY,Coltibuono RS Chianti Classico DOCG Sangiovese,750ML,17.99
70348,IRISH WHISKEY,Paddy Bee Sting Irish Honey Liqueur,750ML,19.99
42769,AMERICAN RED,BOORDY P/NOIR,750ML,10.49
310520,OTHER WINE,Ozeki Hana Awaka Sparkling Sake,250ML,9.79
427685,AUSTRALIA,Paul Direder Gruner Veltliner,1L,10.49
45409,OTHER WINE,Easley Regal Tej Honey Wine,750ML,10.49
399361,FRANCE,Marcel Lapierre Morgon Gamay,750ML,15.49
44857,FRANCE,Louis Jadot Beaujolais Villages Gamay,375ML,7.99
341630,AMERICAN RED,Linganore Winecellars Steeplechase Sweet Red Rare Red Blend,1.5L,20.99
96415,BEER,Buckler Non Alcoholic - 6 Pack,12.0Z,7.99
306563,AMERICAN BLUSH/ROSE,BOE RSE,750ML,16.99
76104,SPAIN/PORTUGAL,Bodegas Lozano Rojo Mojo Shiraz,750ML,7.49
97721,IMPORTED BOTTLE,Samuel Smith's The Famous Taddy Porter - 4 Pack,12.0Z,12.99
239086,CHILE,MIGUEL TORRES RESA LAS MULAS S/BLC ORG   750ML,750ML,15.99
306472,ARGENTINA,Bodega Santa Julia Santa Julia [+] Viognier,750ML,10.49
384569,OTHER WINE,Weingut Markus Huber Hugo Gruner Veltliner,750ML,14.99
76300,VODKA,New Amsterdam Apple Vodka,50ML,0.99
238064,AMERICAN RED,Flat Top Hills Cellars Red Blend,750ML,16.99
335782,ARGENTINA,Bodega Atamisque Serbal Malbec,750ML,10.99
12424,BOURBON/RYE,Ten High Sour Mash Kentucky Bourbon Whiskey,1.75L,15.99
71993,CORDIALS,The Bitter Truth Golden Falernum Liqueur,750ML,37.99
50739,COOLERS,Smirnoff Raspberry Rose Spiked Sparkling Seltzer - 6 Pack,12.0Z,9.99
73230,CANADIAN/BLENDED WHISKEY,Crown Royal Regal Apple Flavored Whisky,750ML,28.99
71710,CORDIALS,Averna Amaro Siciliano Liqueur,750ML,37.99
37478,KOSHER,Golan Heights Winery Hermon Mount Hermon White Sauvignon Blanc,750ML,13.99
313949,AMERICAN RED,Hazlitt 1852 Vineyards Red Cat Catawba,187ML,2.59
338476,ITALY,Rocca delle Mac�e Campo Maccione Morellino di Scansano Sangiovese,750ML,17.99
166643,GIN,Bluecoat Barrel Finished American Dry Gin,750ML,32.99
26448,DOMESTIC CAN,Uinta Baba Black Lager Can - 6 Pack,12.0Z,11.99
323532,AMERICAN RED,Scotto Cellars Between the Vines Pinot Noir,750ML,9.49
79183,CANADIAN/BLENDED WHISKEY,Canadian LTD Blended Canadian Whisky,1.75L,13.49
34398,OTHER WINE,Four Seasons Collection Late Harvest White Moscato Dessert Muscat,500ML,7.69
43768,SCOTCH,Oban 18 Year Old Limited Edition Single Malt Scotch Whisky,750ML,137.99
342196,TEQUILA,El Silencio Joven Mezcal,750ML,81.99
241422,CHAMPAGNE/SPARKLING,G. H. Mumm & Cie Grand Cordon Brut Rose Champagne,750ML,58.99
347630,FRANCE,Helfrich Riesling,750ML,16.49
341664,SOUTH AFRICA,Noble Hill Estate Blend Bordeaux Blend,750ML,24.99
368440,SPAIN/PORTUGAL,Cooperativa Agricola Reguengos de Monsaraz (CARMIM) Monsaraz The Castle of The Kings Portuguese Red Blend,750ML,8.99
341547,ARGENTINA,Bodega Atamisque Catalpa Pinot Noir,750ML,14.99
312996,FRANCE,Alain De La Treille Le Rose Rare Rose Blend,750ML,10.99
337389,AMERICAN WHITE,Linden Hardscrabble Chardonnay,375ML,21.99
63770,GERMANY,Selbach Oster Auslese Bernkasteler Badstube Riesling,750ML,38.99
195685,SPAIN/PORTUGAL,Dominio de Eguren Codice Tempranillo,750ML,11.99
48010,AMERICAN WHITE,EGRET S/BLC MONTEREY,750ML,12.99
310311,ITALY,Stella Pinot Grigio,750ML,11.39
334329,SPAIN/PORTUGAL,Arrayan (La Verdosa) Garnacha de Arrayan Limited Edition Garnacha,750ML,40.99
323859,ITALY,Le XI Terre Amarone Della Valpolicella Classico Valpolicella Blend,750ML,47.99
23533,IMPORTED BOTTLE,Orion Draft Beer - 4 Pack,21.4Z,20.99
45418,AMERICAN RED,Switchback Ridge Peterson Family Vineyard Merlot,750ML,75.99
85685,AMERICAN WHITE,Livingston Cellars Reserve Chardonnay,3LTR,16.39
345483,GERMANY,St Michael Weinkellerei GMBH Auslese Riesling,750ML,11.49
43903,ITALY,Cantina Frentana Rubesto Riserva Montepulciano D'Abruzzo DOC,750ML,15.99
308877,FRANCE,Charles Thomas Cotes du Rhone Red Southern Rhone Blend,750ML,12.49
56782,VODKA,Platinum 7X Vodka Seven Times Distilled,1.75L,18.99
29488,CIDER,Bold Rock Virginia Apple Hard Cider - 6 Pack,12.0Z,9.99
307355,AMERICAN RED,Middle Sister Goodie Two Shoes Pinot Noir,750ML,9.99
302581,AMERICAN BLUSH/ROSE,Liberty Creek Winemaker's Selection White Zinfandel,1.5L,9.99
70884,VODKA,Skyy Infusions Raspberry Vodka,750ML,14.69
312785,FRANCE,DOM THIERRY HAMELIN CHAB 14,750ML,22.99
95745,DOMESTIC BOTTLE,Dogfish Head 60 Minute IPA - 6 Pack,12.0Z,10.99
45307,SCOTCH,Auchentoshan 21 Year Old Single Malt Scotch Whisky,750ML,179.99
78735,SPAIN/PORTUGAL,Marques de Caceres Verdejo,750ML,10.99
83081,AMERICAN WHITE,St. Michaels Winery Long Splice Rare White Blend,750ML,13.99
46547,BOURBON/RYE,Catoctin Creek Small Batch Roundstone Rye Single Barrel Whisky,750ML,45.99
235088,ITALY,Fontella Chianti DOCG Sangiovese,750ML,12.69
48382,AMERICAN WHITE,Cuvaison Estate Grown Chardonnay,750ML,38.99
359874,AMERICAN RED,Hartford / Hartford Court Far Coast Vineyard Pinot Noir,750ML,68.99
45184,BRANDY/COGNAC/GRAPPA,Remy Martin XO Cognac,750ML,179.99
182885,ITALY,Borgo dei Miracoli Montepulciano D'Abruzzo DOC,750ML,7.99
72087,CHILE,Concha y Toro Frontera After Dark Cabernet Sauvignon,750ML,5.69
9997,IMPORTED BOTTLE,Hoegaarden White - 6 Pack,12.0Z,10.99
324462,GERMANY,MOSELLAND ARSVITIS WINTER SCENE,750ML,15.99
341571,FRANCE,Chateau Miraval Rose Cotes de Provence Cinsault,750ML,31.99
72656,CHILE,Cousino Macul Cabernet Sauvignon,750ML,12.99
40193,BRANDY/COGNAC/GRAPPA,E&J V.S.O.P. Superior Reserve Brandy,750ML,12.49
71297,SPECIALTY,Skrewball Peanut Butter Whiskey,750ML,26.99
335369,ITALY,Ninety+ Cellars Lot 42 Trentino Pinot Grigio,750ML,9.79
334380,AMERICAN RED,JLS Merlot,750ML,13.99
309062,ITALY,Galasso Filari Montepulciano D'Abruzzo DOC,750ML,9.79
70763,SCOTCH,Glengoyne 10 Year Old Highland Single Malt Scotch Whisky,750ML,50.99
192414,FRANCE,Saint Hilaire d'Ozilhan Reserve de la Dame a l'Oiseau Cotes du Rhone Red Southern Rhone Blend,750ML,10.79
47777,FRANCE,SANTA DUE CDR,750ML,13.69
8389,DOMESTIC BOTTLE,Lakefront New Grist Gluten Free - 6 Pack,12.0Z,11.99
242192,AMERICAN TABLE,DEL MAR SELTZER BLACK CHERRY 355ML 6/4 CAN - 4 Pack,355ML,8.99
336724,VODKA,St. George Green Chile Vodka,750ML,21.99
22780,VODKA,Grey Goose L'Orange Vodka,1L,42.99
382957,OTHER WINE,Vampire Vineyards Dracula's Blood Pinot Noir,750ML,9.79
61980,VODKA,Pinnacle Original Vodka,750ML,10.99
68432,DOMESTIC CAN,BELLS LAGER OF THE LAKES 4/6 CANS - 6 Pack,12.0Z,10.99
80008,GERMANY,Kuhl Weinhaus Way Kuhl Qualitatswein Riesling,750ML,12.49
61948,ITALY,Feudi di San Gregorio Falanghina del Sannio,750ML,90.99
401382,FRANCE,Georges Vigouroux Pigmentum Cahors Malbec,750ML,14.39
188522,AUSTRALIA,Cape Mentelle Sauvignon Blanc,750ML,18.99
48358,CANADIAN/BLENDED WHISKEY,Crown Royal Black Blended Canadian Whisky,375ML,20.99
313946,AMERICAN RED,Hazlitt 1852 Vineyards Red Cat Catawba,1.5L,18.99
332582,NEW ZEALAND,Ranga Ranga Estate Grown Sauvignon Blanc,750ML,15.49
19461,BOURBON/RYE,Bourbon Supreme Whiskey,1.75L,18.99
338562,CHAMPAGNE/SPARKLING,Cassara Extra Dry Prosecco Glera,750ML,10.79
31755,TEQUILA,Chinaco Tequila Anejo,750ML,84.99
393521,FRANCE,Axel des Vignes Bordeaux Blend,750ML,9.59
340990,GREECE,Loukatos Mastic Liqueur 60 Proof,750ML,20.99
313696,CHILE,Montes Classic Series Cabernet Sauvignon,750ML,20.99
60990,DOMESTIC BOTTLE,Bold Rock Rose Hard Cider - 6 Pack,12.0Z,9.99
333664,ITALY,Sartori di Verona Corte Bra Amarone Della Valpolicella Classico Valpolicella Blend,750ML,56.99
157805,GREECE,Domaine Costa Lazaridi Amethystos Blanc Sauvignon Blanc,750ML,19.99
76279,AMERICAN WHITE,Almaden Heritage Almaden Vineyards Chardonnay,1.5L,9.79
44592,AMERICAN RED,Stuhlmuller Vineyards Estate Cabernet Sauvignon,750ML,49.99
89282,ARGENTINA,Valentin Bianchi New Age Rare White Blend,750ML,11.49
44949,CHAMPAGNE/SPARKLING,Cantine Maschio Brut Prosecco Glera,750ML,12.99
333878,DOMESTIC BOTTLE,McKenzie's Original Hard Cider,12.0Z,2.99
336363,AMERICAN RED,Duckhorn Vineyards Cabernet Sauvignon,6L,449.99
330634,SPAIN/PORTUGAL,Bodegas Sanviver Lolailo Red Sangria Rare Red Blend,3L,15.49
307084,AMERICAN WHITE,Calera Chardonnay,750ML,21.99
82524,NEW ZEALAND,Cloud No. 9 Estate Pinot Noir,750ML,19.99
310987,GERMANY,TXT Cellars OMG!!! Chardonnay,750ML,8.99
86059,AMERICAN RED,Gallo Family Vineyards / Gallo of Sonoma Signature Series Cabernet Sauvignon,750ML,40.99
50300,CORDIALS,Irish Mist Honey Liqueur,750ML,29.99
328066,ARGENTINA,Tierra Brisa Malbec,750ML,9.79
100927,SPAIN/PORTUGAL,Cristalino (Jaume Serra) Extra Dry Traditional Method Cava Blend,750ML,10.79
166285,AMERICAN TABLE,Sutter Home Winery Moscato Sangria Muscat,1.5L,12.99
305854,FRANCE,Tardieu Laurent Les Becs Fins Cotes du Rhone Villages Syrah,750ML,22.99
61824,AMERICAN RED,RIDGE YORK CREEK ZIN,750ML,30.99
28983,CANADIAN/BLENDED WHISKEY,Windsor Blended Canadian Whisky,1.75L,13.49
325381,TEQUILA,Del Maguey Vida Mezcal,750ML,41.99
309791,ITALY,Ruffino Lumina Delle Venezie IGT Pinot Grigio,1.5L,18.99
11453,CANADIAN/BLENDED WHISKEY,Jackson Morgan Salted Caramel Liqueur,750ML,23.99
311327,AMERICAN WHITE,Black Box Pinot Grigio,500ML,5.49
46007,SPAIN/PORTUGAL,Bodega Numanthia Termes Tempranillo,750ML,25.99
348251,SPECIALTY,Pinhook Bourbon Resolution Straight Bourbon Whiskey,750ML,72.99
347733,RUM,Brinley Gold Shipwreck Mango Rum,750ML,25.99
74837,CORDIALS,Rumple Minze Peppermint Schnapps,375ML,12.99
425265,SPAIN/PORTUGAL,Casal Garcia Rose Vinhao,750ML,12.49
80809,ARGENTINA,Alex Elman Authenticated Organic Chardonnay,750ML,16.49
239666,AMERICAN RED,Terrebonne Estate Pinot Noir,750ML,13.49
346502,ITALY,LUNA CALANTE MERLOT 750,750ML,11.49
163740,OTHER WINE,"Chateau Ksara Blanc de Blancs Rare White Blend, Sauvignon Blanc, Semillon, Chardonnay",750ML,12.99
50643,COOLERS,TRULY SPIKED & SPARKLING BERRY VARIETY 12 PK CAN - 12 Pack,12.0Z,18.99
346942,ITALY,BORGO MADDALENA P/GRIGIO,750ML,14.39
341795,CHAMPAGNE/SPARKLING,de pro Brut Rose Trepat,750ML,10.99
327981,ITALY,Tortarossa Rosso Rare Red Blend,750ML,17.99
82440,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Peach Fusion Champagne Blend,750ML,11.39
14699,AMERICAN RED,Gnekow Family Winery Old Vine Campus Oaks Zinfandel,750ML,42.99
371068,ITALY,Villa Jaime Delle Venezie IGT Pinot Grigio,1.5L,11.99
71740,CANADIAN/BLENDED WHISKEY,Crown Royal Salted Caramel Flavored Whisky,750ML,26.99
26792,DOMESTIC BOTTLE,Anderson Valley Fall Hornin' Pumpkin Ale - 6 Pack,12.0Z,15.99
115290,SOUTH AFRICA,Indaba Sauvignon Blanc,750ML,9.99
74136,AMERICAN WHITE,Robert Mondavi Winery Private Selection Riesling,750ML,12.49
80494,IRISH WHISKEY,Redbreast 21 Year Old Single Pot Still Irish Whiskey,750ML,290.99
302842,AMERICAN WHITE,PACIFIC EDGE CHARD,750ML,5.99
73315,VODKA,OC Distilling Co. Vodka,750ML,18.99
16756,AMERICAN WHITE,Ferrari Carano Tre Terre Chardonnay,750ML,31.99
44424,AMERICAN RED,Michael David Vineyards Incognito Red Blend,750ML,18.49
327639,AMERICAN RED,Waterbrook Malbec,750ML,14.99
355068,IMPORTED CAN,Kozel Dark Can,16.9Z,2.99
51099,DOMESTIC CAN,FLYING DOG SPF1000 SUMMER VARIETY PACK 2/12PK 12OZ CAN - 12 Pack,12.0Z,19.99
346386,BOURBON/RYE,Cask & Crew Blended Rye Whiskey,750ML,26.99
44172,CORDIALS,Kahlua Original Rum & Coffee Liqueur 40 Proof,50ML,2.79
84964,AMERICAN TABLE,Gallo Family Vineyards / Gallo of Sonoma Twin Valley Hearty Burgundy Rare Red Blend,1.5L,10.69
68098,PORT/SHERRY/DESSERT/VERMOUTH,Savory & James Cream Sherry Blend,750ML,16.49
95800,IMPORTED CAN,Modelo Especial Can - 12 Pack,12.0Z,15.99
83976,AMERICAN RED,Columbia Crest Grand Estates Cabernet Sauvignon,750ML,12.49
324661,FRANCE,Saget La Perriere Marie de Beauregard Chinon Cabernet Franc,750ML,16.99
68128,ARGENTINA,Alamos Seleccion Malbec,750ML,18.99
309223,OTHER WINE,Kook Soon Dang Makgeolli Rice Sake,750ML,3.99
82421,MIXERS,George's Old Bay Seasoned Bloody Mary Mix,1L,6.99
40417,ITALY,Gaja Barbaresco DOCG Nebbiolo,750ML,235.99
75230,BRANDY/COGNAC/GRAPPA,Ansac VS Cognac,750ML,18.99
